symbol,name,reportDate,fiscalDateEnding,estimate,currency
SRL,Scully Royalty Ltd,2024-04-26,2024-03-31,,CAD
SRLZF,SRLZF,2023-11-27,2023-09-30,,CAD
SRLZF,SRLZF,2024-04-29,2024-03-31,,CAD
SRLZF,SRLZF,2024-08-27,2024-06-30,,CAD
SRMMF,SRMMF,2024-03-28,2023-12-31,,USD
SRMMF,SRMMF,2024-05-13,2024-03-31,,USD
SRMMF,SRMMF,2024-08-08,2024-06-30,,USD
SRMMF,SRMMF,2024-11-13,2024-09-30,,USD
SRNEQ,SRNEQ,2024-03-11,2023-12-31,-0.09,USD
SRNEQ,SRNEQ,2024-05-13,2024-03-31,,USD
SRNEQ,SRNEQ,2024-08-09,2024-06-30,,USD
SRNN,SRNN,2024-02-05,2023-12-31,,USD
SRNN,SRNN,2024-05-10,2024-03-31,,USD
SRNN,SRNN,2024-08-20,2024-06-30,,USD
SRNN,SRNN,2024-11-08,2024-09-30,,USD
SRPT,Sarepta Therapeutics Inc,2024-02-26,2023-12-31,-0.27,USD
SRPT,Sarepta Therapeutics Inc,2024-04-30,2024-03-31,,USD
SRPT,Sarepta Therapeutics Inc,2024-07-31,2024-06-30,,USD
SRPT,Sarepta Therapeutics Inc,2024-10-30,2024-09-30,,USD
SRRK,Scholar Rock Holding Corp,2024-03-05,2023-12-31,-0.49,USD
SRRK,Scholar Rock Holding Corp,2024-05-07,2024-03-31,,USD
SRRK,Scholar Rock Holding Corp,2024-08-07,2024-06-30,,USD
SRRK,Scholar Rock Holding Corp,2024-11-05,2024-09-30,,USD
SRRTF,SRRTF,2024-02-12,2023-12-31,,USD
SRRTF,SRRTF,2024-05-01,2024-03-31,,USD
SRRTF,SRRTF,2024-07-31,2024-06-30,,USD
SRRTF,SRRTF,2024-11-04,2024-09-30,,USD
SRSG,SRSG,2024-04-17,2024-03-31,,USD
SRSG,SRSG,2024-08-10,2024-06-30,,USD
SRSG,SRSG,2024-11-16,2024-09-30,,USD
SRT,Startek Inc,2024-03-25,2023-12-31,0.17,USD
SRT,Startek Inc,2024-05-09,2024-03-31,,USD
SRT,Startek Inc,2024-08-08,2024-06-30,,USD
SRT,Startek Inc,2024-11-07,2024-09-30,,USD
SRTS,Sensus Healthcare Inc,2024-02-07,2023-12-31,0.02,USD
SRTS,Sensus Healthcare Inc,2024-05-01,2024-03-31,,USD
SRTS,Sensus Healthcare Inc,2024-08-01,2024-06-30,,USD
SRTS,Sensus Healthcare Inc,2024-11-07,2024-09-30,,USD
SRZN,Surrozen Inc,2024-03-19,2023-12-31,-0.2,USD
SRZN,Surrozen Inc,2024-05-07,2024-03-31,,USD
SRZN,Surrozen Inc,2024-08-07,2024-06-30,,USD
SSAAY,SSAAY,2024-01-31,2023-12-31,0.0762,SEK
SSB,SouthState Corporation,2024-01-24,2023-12-31,1.54,USD
SSB,SouthState Corporation,2024-04-25,2024-03-31,,USD
SSB,SouthState Corporation,2024-07-25,2024-06-30,,USD
SSB,SouthState Corporation,2024-10-24,2024-09-30,,USD
SSBI,Summit State Bank,2024-01-22,2023-12-31,,USD
SSBI,Summit State Bank,2024-04-23,2024-03-31,,USD
SSBI,Summit State Bank,2024-07-23,2024-06-30,,USD
SSBI,Summit State Bank,2024-10-23,2024-09-30,,USD
SSBK,Southern States Bancshares Inc,2024-01-20,2023-12-31,0.87,USD
SSBK,Southern States Bancshares Inc,2024-04-20,2024-03-31,,USD
SSBK,Southern States Bancshares Inc,2024-07-20,2024-06-30,,USD
SSD,Simpson Manufacturing Co. Inc,2024-02-05,2023-12-31,1.48,USD
SSD,Simpson Manufacturing Co. Inc,2024-04-22,2024-03-31,,USD
SSD,Simpson Manufacturing Co. Inc,2024-07-22,2024-06-30,,USD
SSD,Simpson Manufacturing Co. Inc,2024-10-21,2024-09-30,,USD
SSDOY,SSDOY,2024-02-08,2023-12-31,0.1545,JPY
SSEBF,SSEBF,2024-02-26,2024-01-31,,CAD
SSEBF,SSEBF,2024-06-26,2024-04-30,,CAD
SSIC,Silver Spike Investment Corp,2024-03-30,2023-12-31,0.17,USD
SSIC,Silver Spike Investment Corp,2024-05-11,2024-03-31,,USD
SSII,SSII,2024-03-31,2023-12-31,,USD
SSII,SSII,2024-05-15,2024-03-31,,USD
SSII,SSII,2024-08-07,2024-06-30,,USD
SSII,SSII,2024-11-11,2024-09-30,,USD
SSKN,STRATA Skin Sciences Inc,2024-03-29,2023-12-31,-0.02,USD
SSKN,STRATA Skin Sciences Inc,2024-05-13,2024-03-31,,USD
SSKN,STRATA Skin Sciences Inc,2024-08-07,2024-06-30,,USD
SSKN,STRATA Skin Sciences Inc,2024-11-12,2024-09-30,,USD
SSMXY,SSMXY,2024-02-07,2023-12-31,0.2106,JPY
SSNC,SS&C Technologies Holdings Inc,2024-02-05,2023-12-31,1.24,USD
SSNC,SS&C Technologies Holdings Inc,2024-04-25,2024-03-31,,USD
SSNC,SS&C Technologies Holdings Inc,2024-07-25,2024-06-30,,USD
SSNC,SS&C Technologies Holdings Inc,2024-10-24,2024-09-30,,USD
SSNT,SilverSun Technologies Inc,2024-02-26,2023-12-31,,USD
SSNT,SilverSun Technologies Inc,2024-05-07,2024-03-31,,USD
SSNT,SilverSun Technologies Inc,2024-08-06,2024-06-30,,USD
SSNT,SilverSun Technologies Inc,2024-11-12,2024-09-30,,USD
SSP,E.W. Scripps Co. - Class A,2024-02-22,2023-12-31,0.11,USD
SSP,E.W. Scripps Co. - Class A,2024-05-03,2024-03-31,,USD
SSP,E.W. Scripps Co. - Class A,2024-08-02,2024-06-30,,USD
SSP,E.W. Scripps Co. - Class A,2024-11-01,2024-09-30,,USD
SSREY,SSREY,2024-02-16,2023-12-31,0.7057,USD
SSRM,SSR Mining Inc,2024-02-20,2023-12-31,0.32,USD
SSRM,SSR Mining Inc,2024-05-02,2024-03-31,,USD
SSRM,SSR Mining Inc,2024-07-31,2024-06-30,,USD
SSRM,SSR Mining Inc,2024-10-30,2024-09-30,,USD
SSRSD,SSRSD,2023-12-20,2023-10-31,,CAD
SSRSD,SSRSD,2024-05-29,2024-04-30,,CAD
SSRSD,SSRSD,2024-09-27,2024-07-31,,CAD
SSRSF,SSRSF,2023-12-20,2023-10-31,,CAD
SSRSF,SSRSF,2024-05-29,2024-04-30,,CAD
SSRSF,SSRSF,2024-09-27,2024-07-31,,CAD
SSSS,SuRo Capital Corp,2024-03-13,2023-12-31,-0.12,USD
SSSS,SuRo Capital Corp,2024-05-07,2024-03-31,,USD
SSSS,SuRo Capital Corp,2024-08-07,2024-06-30,,USD
SSSS,SuRo Capital Corp,2024-11-06,2024-09-30,,USD
SST,System1 Inc - Class A,2024-03-15,2023-12-31,,USD
SST,System1 Inc - Class A,2024-05-10,2024-03-31,-0.06,USD
SST,System1 Inc - Class A,2024-08-07,2024-06-30,,USD
SSTI,SoundThinking Inc,2024-02-20,2023-12-31,0.05,USD
SSTI,SoundThinking Inc,2024-05-07,2024-03-31,,USD
SSTI,SoundThinking Inc,2024-08-06,2024-06-30,,USD
SSTI,SoundThinking Inc,2024-11-05,2024-09-30,,USD
SSTK,Shutterstock Inc,2024-02-07,2023-12-31,0.75,USD
SSTK,Shutterstock Inc,2024-04-23,2024-03-31,,USD
SSTK,Shutterstock Inc,2024-07-30,2024-06-30,,USD
SSTK,Shutterstock Inc,2024-10-29,2024-09-30,,USD
SSUMY,SSUMY,2024-02-08,2023-12-31,0.5771,JPY
SSY,Sunlink Health Systems Inc,2024-02-13,2023-12-31,,USD
SSY,Sunlink Health Systems Inc,2024-05-08,2024-03-31,,USD
SSY,Sunlink Health Systems Inc,2024-09-26,2024-06-30,,USD
SSY,Sunlink Health Systems Inc,2024-11-15,2024-09-30,,USD
SSYS,Stratasys Ltd,2024-02-29,2023-12-31,0.05,USD
SSYS,Stratasys Ltd,2024-05-14,2024-03-31,,USD
SSYS,Stratasys Ltd,2024-08-07,2024-06-30,,USD
SSYS,Stratasys Ltd,2024-11-14,2024-09-30,,USD
ST,Sensata Technologies Holding Plc,2024-01-29,2023-12-31,0.85,USD
ST,Sensata Technologies Holding Plc,2024-04-23,2024-03-31,,USD
ST,Sensata Technologies Holding Plc,2024-07-23,2024-06-30,,USD
ST,Sensata Technologies Holding Plc,2024-10-29,2024-09-30,,USD
STAA,Staar Surgical Company,2024-02-19,2024-01-31,0.15,USD
STAA,Staar Surgical Company,2024-05-01,2024-04-30,,USD
STAA,Staar Surgical Company,2024-10-30,2024-07-31,,USD
STAF,Staffing 360 Solutions Inc,2024-02-28,2023-12-31,-0.03,USD
STAF,Staffing 360 Solutions Inc,2024-05-20,2024-03-31,,USD
STAF,Staffing 360 Solutions Inc,2024-10-14,2024-09-30,,USD
STAG,STAG Industrial Inc,2024-02-13,2023-12-31,0.18,USD
STAG,STAG Industrial Inc,2024-04-24,2024-03-31,,USD
STAG,STAG Industrial Inc,2024-07-24,2024-06-30,,USD
STAG,STAG Industrial Inc,2024-10-24,2024-09-30,,USD
STAR,STAR,2024-02-19,2023-12-31,,USD
STBA,S & T Bancorp Inc,2024-01-24,2023-12-31,0.86,USD
STBA,S & T Bancorp Inc,2024-04-18,2024-03-31,,USD
STBA,S & T Bancorp Inc,2024-07-18,2024-06-30,,USD
STBA,S & T Bancorp Inc,2024-10-17,2024-09-30,,USD
STBFY,STBFY,2024-02-15,2023-12-31,0.1888,JPY
STBI,STBI,2024-01-22,2023-12-31,,USD
STBI,STBI,2024-04-24,2024-03-31,,USD
STBI,STBI,2024-07-17,2024-06-30,,USD
STBI,STBI,2024-10-22,2024-09-30,,USD
STC,Stewart Information Services Corp,2024-02-06,2023-12-31,0.58,USD
STC,Stewart Information Services Corp,2024-04-24,2024-03-31,,USD
STC,Stewart Information Services Corp,2024-07-24,2024-06-30,,USD
STC,Stewart Information Services Corp,2024-10-23,2024-09-30,,USD
STCB,STCB,2024-04-15,2024-03-31,,USD
STCB,STCB,2024-08-14,2024-06-30,,USD
STCB,STCB,2024-11-12,2024-09-30,,USD
STCN,Steel Connect Inc,2024-03-13,2024-01-31,,USD
STCN,Steel Connect Inc,2024-06-10,2024-04-30,,USD
STCN,Steel Connect Inc,2024-11-06,2024-10-31,,USD
STE,Steris Plc,2024-02-06,2023-12-31,2.17,USD
STE,Steris Plc,2024-05-08,2024-03-31,,USD
STE,Steris Plc,2024-07-30,2024-06-30,,USD
STE,Steris Plc,2024-11-05,2024-09-30,,USD
STEEF,STEEF,2023-11-27,2023-09-30,,CAD
STEEF,STEEF,2024-04-29,2024-03-31,,CAD
STEEF,STEEF,2024-08-27,2024-06-30,,CAD
STEL,Stellar Bancorp Inc,2024-01-25,2023-12-31,0.56,USD
STEL,Stellar Bancorp Inc,2024-04-26,2024-03-31,,USD
STEL,Stellar Bancorp Inc,2024-07-26,2024-06-30,,USD
STEL,Stellar Bancorp Inc,2024-10-25,2024-09-30,,USD
STEM,Stem Inc - Class A,2024-02-14,2023-12-31,-0.14,USD
STEM,Stem Inc - Class A,2024-05-02,2024-03-31,,USD
STEM,Stem Inc - Class A,2024-08-01,2024-06-30,,USD
STEM,Stem Inc - Class A,2024-10-31,2024-09-30,,USD
STEP,StepStone Group Inc - Class A,2024-02-07,2023-12-31,0.26,USD
STEP,StepStone Group Inc - Class A,2024-05-22,2024-03-31,,USD
STEP,StepStone Group Inc - Class A,2024-08-01,2024-06-30,,USD
STEP,StepStone Group Inc - Class A,2024-11-04,2024-09-30,,USD
STER,Sterling Check Corp,2024-02-28,2023-12-31,0.2507,USD
STG,Sunlands Technology Group,2024-03-22,2023-12-31,,CNY
STG,Sunlands Technology Group,2024-05-23,2024-03-31,,CNY
STG,Sunlands Technology Group,2024-08-16,2024-06-30,,CNY
STGW,Stagwell Inc - Class A,2024-02-29,2023-12-31,0.27,USD
STGW,Stagwell Inc - Class A,2024-05-07,2024-03-31,,USD
STGW,Stagwell Inc - Class A,2024-08-06,2024-06-30,,USD
STGW,Stagwell Inc - Class A,2024-10-31,2024-09-30,,USD
STGYF,STGYF,2024-02-05,2023-12-31,,CAD
STHZF,STHZF,2024-05-03,2024-03-31,,USD
STHZF,STHZF,2024-08-27,2024-06-30,,USD
STIM,Neuronetics Inc,2024-03-05,2023-12-31,-0.27,USD
STIM,Neuronetics Inc,2024-05-07,2024-03-31,,USD
STIM,Neuronetics Inc,2024-08-06,2024-06-30,,USD
STIM,Neuronetics Inc,2024-11-05,2024-09-30,,USD
STKH,Steakholder Foods Ltd,2024-04-18,2024-03-31,-0.01,USD
STKL,Sunopta Inc,2024-02-28,2024-01-31,0.02,USD
STKL,Sunopta Inc,2024-05-08,2024-04-30,,USD
STKL,Sunopta Inc,2024-08-07,2024-07-31,,USD
STKL,Sunopta Inc,2024-11-06,2024-10-31,,USD
STKS,ONE Group Hospitality Inc,2024-03-07,2023-12-31,0.14,USD
STKS,ONE Group Hospitality Inc,2024-05-02,2024-03-31,,USD
STKS,ONE Group Hospitality Inc,2024-08-01,2024-06-30,,USD
STKS,ONE Group Hospitality Inc,2024-11-05,2024-09-30,,USD
STLA,Stellantis N.V,2024-02-21,2023-12-31,1.44,EUR
STLD,Steel Dynamics Inc,2024-01-23,2023-12-31,2.45,USD
STLD,Steel Dynamics Inc,2024-04-17,2024-03-31,,USD
STLD,Steel Dynamics Inc,2024-07-17,2024-06-30,,USD
STLD,Steel Dynamics Inc,2024-10-16,2024-09-30,,USD
STLJF,STLJF,2024-03-12,2023-12-31,,CAD
STLJF,STLJF,2024-05-08,2024-03-31,,CAD
STLJF,STLJF,2024-08-07,2024-06-30,,CAD
STLJF,STLJF,2024-11-05,2024-09-30,,CAD
STLY,STLY,2024-03-28,2023-12-31,,USD
STLY,STLY,2024-05-13,2024-03-31,,USD
STLY,STLY,2024-08-12,2024-06-30,,USD
STLY,STLY,2024-11-12,2024-09-30,,USD
STM,ST Microelectronics,2024-01-25,2023-12-31,0.986,USD
STMH,STMH,2023-11-29,2023-09-30,0,USD
STMH,STMH,2024-01-11,2023-12-31,,USD
STMH,STMH,2024-05-21,2024-03-31,,USD
STMH,STMH,2024-08-19,2024-06-30,,USD
STN,Stantec Inc,2024-02-20,2023-12-31,0.63,CAD
STN,Stantec Inc,2024-05-08,2024-03-31,,CAD
STN,Stantec Inc,2024-08-07,2024-06-30,,CAD
STN,Stantec Inc,2024-11-07,2024-09-30,,CAD
STNE,StoneCo Ltd - Class A,2024-03-12,2023-12-31,0.3,BRL
STNE,StoneCo Ltd - Class A,2024-05-15,2024-03-31,,BRL
STNE,StoneCo Ltd - Class A,2024-08-14,2024-06-30,,BRL
STNE,StoneCo Ltd - Class A,2024-11-08,2024-09-30,,BRL
STNG,Scorpio Tankers Inc,2024-02-14,2023-12-31,2.66,USD
STNG,Scorpio Tankers Inc,2024-04-30,2024-03-31,,USD
STNG,Scorpio Tankers Inc,2024-07-31,2024-06-30,,USD
STOHF,STOHF,2024-02-07,2023-12-31,1.01,USD
STOK,Stoke Therapeutics Inc,2024-03-04,2023-12-31,-0.66,USD
STOK,Stoke Therapeutics Inc,2024-05-02,2024-03-31,,USD
STOK,Stoke Therapeutics Inc,2024-08-05,2024-06-30,,USD
STOK,Stoke Therapeutics Inc,2024-11-05,2024-09-30,,USD
STPDF,STPDF,2024-03-14,2023-12-31,,CAD
STPDF,STPDF,2024-05-09,2024-03-31,,CAD
STPDF,STPDF,2024-07-25,2024-06-30,,CAD
STPDF,STPDF,2024-11-07,2024-09-30,,CAD
STPGF,STPGF,2024-03-29,2023-12-31,,USD
STPGF,STPGF,2024-05-13,2024-03-31,,USD
STPGF,STPGF,2024-08-12,2024-06-30,,USD
STPGF,STPGF,2024-11-12,2024-09-30,,USD
STRA,Strategic Education Inc,2024-02-20,2023-12-31,1.34,USD
STRA,Strategic Education Inc,2024-04-25,2024-03-31,,USD
STRA,Strategic Education Inc,2024-07-25,2024-06-30,,USD
STRA,Strategic Education Inc,2024-10-31,2024-09-30,,USD
STRC,Sarcos Technology and Robotics Corporation,2024-03-14,2023-12-31,-0.44,USD
STRC,Sarcos Technology and Robotics Corporation,2024-05-08,2024-03-31,,USD
STRC,Sarcos Technology and Robotics Corporation,2024-08-07,2024-06-30,,USD
STRC,Sarcos Technology and Robotics Corporation,2024-11-12,2024-09-30,,USD
STRL,Sterling Infrastructure Inc,2024-02-26,2023-12-31,1.01,USD
STRL,Sterling Infrastructure Inc,2024-04-29,2024-03-31,,USD
STRL,Sterling Infrastructure Inc,2024-08-05,2024-06-30,,USD
STRL,Sterling Infrastructure Inc,2024-11-04,2024-09-30,,USD
STRM,Streamline Health Solutions Inc,2023-12-12,2023-10-31,-0.04,USD
STRM,Streamline Health Solutions Inc,2024-04-24,2024-01-31,-0.035,USD
STRO,Sutro Biopharma Inc,2024-03-28,2023-12-31,-0.82,USD
STRO,Sutro Biopharma Inc,2024-05-13,2024-03-31,-0.7163,USD
STRO,Sutro Biopharma Inc,2024-08-08,2024-06-30,,USD
STRO,Sutro Biopharma Inc,2024-11-11,2024-09-30,,USD
STRR,Star Equity Holdings Inc,2024-03-13,2023-12-31,-0.08,USD
STRR,Star Equity Holdings Inc,2024-05-13,2024-03-31,,USD
STRR,Star Equity Holdings Inc,2024-08-09,2024-06-30,,USD
STRR,Star Equity Holdings Inc,2024-11-06,2024-09-30,,USD
STRS,Stratus Properties Inc,2024-03-29,2023-12-31,,USD
STRS,Stratus Properties Inc,2024-05-13,2024-03-31,,USD
STRS,Stratus Properties Inc,2024-08-12,2024-06-30,,USD
STRS,Stratus Properties Inc,2024-11-12,2024-09-30,,USD
STRT,Strattec Security Corp,2024-01-24,2023-12-31,-0.46,USD
STRT,Strattec Security Corp,2024-04-25,2024-03-31,,USD
STRT,Strattec Security Corp,2024-08-08,2024-06-30,,USD
STRT,Strattec Security Corp,2024-10-24,2024-09-30,,USD
STSA,STSA,2024-03-26,2023-12-31,,USD
STSA,STSA,2024-05-09,2024-03-31,,USD
STSS,Sharps Technology Inc,2024-02-28,2023-12-31,0,USD
STT,State Street Corp,2024-01-18,2023-12-31,1.81,USD
STT,State Street Corp,2024-04-15,2024-03-31,,USD
STT,State Street Corp,2024-07-12,2024-06-30,,USD
STT,State Street Corp,2024-10-16,2024-09-30,,USD
STTDF,STTDF,2023-12-29,2023-10-31,,CAD
STTDF,STTDF,2024-03-28,2024-01-31,,CAD
STTDF,STTDF,2024-08-28,2024-07-31,,CAD
STTK,Shattuck Labs Inc,2024-02-21,2023-12-31,-0.56,USD
STTK,Shattuck Labs Inc,2024-05-07,2024-03-31,,USD
STTK,Shattuck Labs Inc,2024-08-08,2024-06-30,,USD
STTK,Shattuck Labs Inc,2024-11-07,2024-09-30,,USD
STTX,STTX,2023-11-29,2023-09-30,0,USD
STUPD,STUPD,2024-04-26,2024-03-31,,CAD
STUPF,STUPF,2024-04-26,2024-03-31,,CAD
STVN,Stevanato Group Spa,2024-03-22,2023-12-31,0.21,EUR
STWD,Starwood Property Trust Inc,2024-02-28,2023-12-31,0.47,USD
STWD,Starwood Property Trust Inc,2024-05-02,2024-03-31,,USD
STWD,Starwood Property Trust Inc,2024-08-01,2024-06-30,,USD
STWD,Starwood Property Trust Inc,2024-11-06,2024-09-30,,USD
STX,Seagate Technology Holdings Plc,2024-01-23,2023-12-31,-0.09,USD
STX,Seagate Technology Holdings Plc,2024-04-18,2024-03-31,,USD
STX,Seagate Technology Holdings Plc,2024-07-24,2024-06-30,,USD
STX,Seagate Technology Holdings Plc,2024-10-24,2024-09-30,,USD
STXS,Stereotaxis Inc,2024-03-01,2023-12-31,-0.06,USD
STXS,Stereotaxis Inc,2024-05-07,2024-03-31,,USD
STXS,Stereotaxis Inc,2024-08-08,2024-06-30,,USD
STXS,Stereotaxis Inc,2024-11-07,2024-09-30,,USD
STZ,Constellation Brands Inc - Class A,2024-01-03,2023-11-30,3,USD
STZ,Constellation Brands Inc - Class A,2024-04-04,2024-02-29,,USD
STZ,Constellation Brands Inc - Class A,2024-06-28,2024-05-31,,USD
STZ,Constellation Brands Inc - Class A,2024-10-03,2024-08-31,,USD
STZHF,STZHF,2024-02-20,2023-12-31,,CAD
STZHF,STZHF,2024-05-08,2024-03-31,,CAD
STZHF,STZHF,2024-08-07,2024-06-30,,CAD
STZHF,STZHF,2024-11-06,2024-09-30,,CAD
SU,Suncor Energy Inc,2024-02-12,2023-12-31,1,CAD
SU,Suncor Energy Inc,2024-05-06,2024-03-31,,CAD
SU,Suncor Energy Inc,2024-08-12,2024-06-30,,CAD
SU,Suncor Energy Inc,2024-11-06,2024-09-30,,CAD
SUBCY,SUBCY,2024-02-29,2023-12-31,0.1999,USD
SUGBY,SUGBY,2024-02-08,2023-12-31,0.5823,JPY
SUI,Sun Communities Inc,2024-02-20,2023-12-31,0.01,USD
SUI,Sun Communities Inc,2024-04-24,2024-03-31,,USD
SUI,Sun Communities Inc,2024-07-24,2024-06-30,,USD
SUI,Sun Communities Inc,2024-10-23,2024-09-30,,USD
SUIC,SUIC,2024-02-19,2023-12-31,,USD
SUIC,SUIC,2024-05-06,2024-03-31,,USD
SUIC,SUIC,2024-08-05,2024-06-30,,USD
SUIC,SUIC,2024-11-18,2024-09-30,,USD
SUICD,SUICD,2024-02-19,2023-12-31,,USD
SUICD,SUICD,2024-05-06,2024-03-31,,USD
SUICD,SUICD,2024-08-05,2024-06-30,,USD
SUM,Summit Materials Inc - Class A,2024-02-13,2023-12-31,0.26,USD
SUM,Summit Materials Inc - Class A,2024-05-01,2024-03-31,,USD
SUM,Summit Materials Inc - Class A,2024-07-31,2024-06-30,,USD
SUM,Summit Materials Inc - Class A,2024-10-30,2024-09-30,,USD
SUMO,SUMO,2023-12-04,2023-10-31,,USD
SUMO,SUMO,2024-03-05,2024-01-31,,USD
SUMXF,SUMXF,2024-02-21,2023-12-31,,CAD
SUMXF,SUMXF,2024-05-07,2024-03-31,,CAD
SUMXF,SUMXF,2024-08-08,2024-06-30,,CAD
SUMXF,SUMXF,2024-11-07,2024-09-30,,CAD
SUN,Sunoco LP,2024-02-13,2023-12-31,1.15,USD
SUN,Sunoco LP,2024-04-30,2024-03-31,,USD
SUN,Sunoco LP,2024-07-31,2024-06-30,,USD
SUN,Sunoco LP,2024-10-30,2024-09-30,,USD
SUND,SUND,2024-02-12,2023-12-31,,USD
SUND,SUND,2024-06-27,2024-03-31,,USD
SUND,SUND,2024-08-12,2024-06-30,,USD
SUND,SUND,2024-11-12,2024-09-30,,USD
SUNL,SUNL,2024-05-02,2024-03-31,,USD
SUNL,SUNL,2024-08-07,2024-06-30,,USD
SUNLQ,SUNLQ,2023-11-27,2023-09-30,-2,USD
SUNLQ,SUNLQ,2024-05-02,2024-03-31,,USD
SUNLQ,SUNLQ,2024-08-07,2024-06-30,,USD
SUNW,Sunworks Inc,2024-03-08,2023-12-31,-0.26,USD
SUNW,Sunworks Inc,2024-05-20,2024-03-31,,USD
SUNW,Sunworks Inc,2024-08-12,2024-06-30,,USD
SUNW,Sunworks Inc,2024-11-08,2024-09-30,,USD
SUP,Superior Industries International Inc,2024-02-29,2023-12-31,-0.17,USD
SUP,Superior Industries International Inc,2024-05-02,2024-03-31,,USD
SUP,Superior Industries International Inc,2024-08-01,2024-06-30,,USD
SUP,Superior Industries International Inc,2024-10-30,2024-09-30,,USD
SUPGF,SUPGF,2023-11-27,2023-09-30,,USD
SUPGF,SUPGF,2024-04-24,2024-03-31,,USD
SUPN,Supernus Pharmaceuticals Inc,2024-02-26,2023-12-31,0.56,USD
SUPN,Supernus Pharmaceuticals Inc,2024-05-07,2024-03-31,,USD
SUPN,Supernus Pharmaceuticals Inc,2024-08-06,2024-06-30,,USD
SUPN,Supernus Pharmaceuticals Inc,2024-11-06,2024-09-30,,USD
SUPV,Grupo Supervielle S.A.,2023-11-27,2023-09-30,0.1742,ARS
SUPV,Grupo Supervielle S.A.,2024-02-20,2023-12-31,0.0657,ARS
SURF,SURF,2024-03-07,2023-12-31,,USD
SURF,SURF,2024-05-02,2024-03-31,,USD
SURF,SURF,2024-07-31,2024-06-30,,USD
SURG,Surgepays Inc,2024-03-28,2023-12-31,0.34,USD
SURG,Surgepays Inc,2024-05-09,2024-03-31,0.3412,USD
SURG,Surgepays Inc,2024-08-08,2024-06-30,,USD
SURG,Surgepays Inc,2024-11-12,2024-09-30,,USD
SUTNY,SUTNY,2023-11-28,2023-09-30,0,JPY
SUTNY,SUTNY,2024-02-01,2023-12-31,0,JPY
SUUIF,SUUIF,2024-02-14,2023-12-31,,CAD
SUUIF,SUUIF,2024-05-07,2024-03-31,,CAD
SUUIF,SUUIF,2024-08-01,2024-06-30,,CAD
SUUIF,SUUIF,2024-11-05,2024-09-30,,CAD
SUWN,SUWN,2023-12-13,2023-10-31,0,USD
SUZ,Suzano S.A.,2024-02-07,2023-12-31,0.3612,BRL
SVAUF,SVAUF,2024-02-26,2023-12-31,,CAD
SVBL,SVBL,2024-01-26,2023-10-31,,USD
SVBL,SVBL,2024-03-17,2024-01-31,,USD
SVBL,SVBL,2024-06-14,2024-04-30,,USD
SVBL,SVBL,2024-09-14,2024-07-31,,USD
SVC,Service Properties Trust,2024-02-26,2023-12-31,-0.22,USD
SVC,Service Properties Trust,2024-05-06,2024-03-31,,USD
SVC,Service Properties Trust,2024-08-05,2024-06-30,,USD
SVC,Service Properties Trust,2024-11-04,2024-09-30,,USD
SVCTF,SVCTF,2024-03-29,2023-12-31,,CAD
SVCTF,SVCTF,2024-05-07,2024-03-31,,CAD
SVCTF,SVCTF,2024-08-02,2024-06-30,,CAD
SVCTF,SVCTF,2024-11-01,2024-09-30,,CAD
SVFD,Save Foods Inc,2024-03-25,2023-12-31,,USD
SVFD,Save Foods Inc,2024-05-13,2024-03-31,,USD
SVFD,Save Foods Inc,2024-08-12,2024-06-30,,USD
SVFD,Save Foods Inc,2024-11-12,2024-09-30,,USD
SVIN,SVIN,2024-01-22,2023-12-31,,USD
SVIN,SVIN,2024-06-07,2024-03-31,,USD
SVIN,SVIN,2024-07-15,2024-06-30,,USD
SVIN,SVIN,2024-10-14,2024-09-30,,USD
SVM,Silvercorp Metals Inc,2024-02-07,2023-12-31,0.07,USD
SVM,Silvercorp Metals Inc,2024-05-23,2024-03-31,,USD
SVM,Silvercorp Metals Inc,2024-08-08,2024-06-30,,USD
SVM,Silvercorp Metals Inc,2024-11-07,2024-09-30,,USD
SVNDY,SVNDY,2024-01-11,2023-11-30,0.3972,JPY
SVNLY,SVNLY,2024-02-07,2023-12-31,0.1546,SEK
SVNTF,SVNTF,2024-03-20,2024-02-29,,CAD
SVNTF,SVNTF,2024-07-25,2024-05-31,,CAD
SVNTF,SVNTF,2024-10-28,2024-08-31,,CAD
SVRA,Savara Inc,2024-03-28,2023-12-31,-0.1,USD
SVRA,Savara Inc,2024-05-13,2024-03-31,,USD
SVRA,Savara Inc,2024-08-08,2024-06-30,,USD
SVRA,Savara Inc,2024-11-07,2024-09-30,,USD
SVRSF,SVRSF,2024-04-26,2024-03-31,,CAD
SVRSF,SVRSF,2024-08-18,2024-06-30,,CAD
SVT,Servotronics Inc,2024-03-29,2023-12-31,,USD
SVT,Servotronics Inc,2024-05-13,2024-03-31,,USD
SVT,Servotronics Inc,2024-08-08,2024-06-30,,USD
SVT,Servotronics Inc,2024-11-07,2024-09-30,,USD
SWAV,ShockWave Medical Inc,2024-02-14,2023-12-31,0.9,USD
SWAV,ShockWave Medical Inc,2024-05-06,2024-03-31,,USD
SWAV,ShockWave Medical Inc,2024-08-05,2024-06-30,,USD
SWAV,ShockWave Medical Inc,2024-11-04,2024-09-30,,USD
SWBI,Smith & Wesson Brands Inc,2023-12-04,2023-10-31,0.14,USD
SWBI,Smith & Wesson Brands Inc,2024-03-07,2024-01-31,0.29,USD
SWBI,Smith & Wesson Brands Inc,2024-06-20,2024-04-30,,USD
