symbol,name,reportDate,fiscalDateEnding,estimate,currency
A,Agilent Technologies Inc,2024-02-26,2024-01-31,1.22,USD
A,Agilent Technologies Inc,2024-05-21,2024-04-30,,USD
A,Agilent Technologies Inc,2024-08-13,2024-07-31,,USD
A,Agilent Technologies Inc,2024-11-18,2024-10-31,,USD
AA,Alcoa Corp,2024-01-16,2023-12-31,-0.7,USD
AA,Alcoa Corp,2024-04-17,2024-03-31,,USD
AA,Alcoa Corp,2024-07-17,2024-06-30,,USD
AA,Alcoa Corp,2024-10-16,2024-09-30,,USD
AABVF,AABVF,2023-12-14,2023-10-31,,CAD
AABVF,AABVF,2024-04-27,2024-01-31,,CAD
AABVF,AABVF,2024-06-15,2024-04-30,,CAD
AABVF,AABVF,2024-09-15,2024-07-31,,CAD
AACAY,AACAY,2024-03-21,2023-12-31,0.0411,CNY
AACG,ATA Creativity Global,2024-03-28,2023-12-31,,CNY
AACG,ATA Creativity Global,2024-05-09,2024-03-31,,CNY
AACG,ATA Creativity Global,2024-08-08,2024-06-30,,CNY
AACG,ATA Creativity Global,2024-11-11,2024-09-30,,CNY
AACTF,AACTF,2023-11-29,2023-09-30,,CAD
AACTF,AACTF,2024-02-28,2023-12-31,,CAD
AACTF,AACTF,2024-08-28,2024-06-30,,CAD
AADI,Aadi Bioscience Inc,2024-03-26,2023-12-31,-0.65,USD
AADI,Aadi Bioscience Inc,2024-05-08,2024-03-31,,USD
AADI,Aadi Bioscience Inc,2024-08-07,2024-06-30,,USD
AADI,Aadi Bioscience Inc,2024-11-06,2024-09-30,,USD
AAGIY,AAGIY,2023-11-29,2023-09-30,0,USD
AAGIY,AAGIY,2024-03-08,2023-12-31,1.21,USD
AAGRY,AAGRY,2024-02-21,2023-12-31,0,IDR
AAIC,Arlington Asset Investment Corp - Class A,2024-03-29,2023-12-31,0.05,USD
AAIC,Arlington Asset Investment Corp - Class A,2024-05-13,2024-03-31,,USD
AAIC,Arlington Asset Investment Corp - Class A,2024-08-12,2024-06-30,,USD
AAIC,Arlington Asset Investment Corp - Class A,2024-11-11,2024-09-30,,USD
AAIGF,AAIGF,2023-11-29,2023-09-30,0,USD
AAIGF,AAIGF,2024-03-08,2023-12-31,0.3016,USD
AAIRD,AAIRD,2023-12-04,2023-09-30,,CAD
AAIRD,AAIRD,2024-04-03,2024-03-31,,CAD
AAIRD,AAIRD,2024-08-21,2024-06-30,,CAD
AAIRF,AAIRF,2024-04-03,2024-03-31,,CAD
AAIRF,AAIRF,2024-08-21,2024-06-30,,CAD
AAIRF,AAIRF,2024-11-18,2024-09-30,,CAD
AAL,American Airlines Group Inc,2024-01-24,2023-12-31,0.03,USD
AAL,American Airlines Group Inc,2024-04-25,2024-03-31,,USD
AAL,American Airlines Group Inc,2024-07-18,2024-06-30,,USD
AAL,American Airlines Group Inc,2024-10-17,2024-09-30,,USD
AAM-PA,AAM-PA,2024-02-07,2023-12-31,,USD
AAM-PA,AAM-PA,2024-05-07,2024-03-31,,USD
AAM-PA,AAM-PA,2024-08-05,2024-06-30,,USD
AAMC,Altisource Asset Management Corp,2024-03-21,2023-12-31,,USD
AAMC,Altisource Asset Management Corp,2024-05-13,2024-03-31,,USD
AAMC,Altisource Asset Management Corp,2024-08-12,2024-06-30,,USD
AAMC,Altisource Asset Management Corp,2024-11-12,2024-09-30,,USD
AAME,Atlantic American Corp,2024-06-21,2024-03-31,,USD
AAME,Atlantic American Corp,2024-08-06,2024-06-30,,USD
AAME,Atlantic American Corp,2024-11-11,2024-09-30,,USD
AAN,Aarons Company Inc (The),2024-02-28,2023-12-31,0.03,USD
AAN,Aarons Company Inc (The),2024-04-22,2024-03-31,,USD
AAN,Aarons Company Inc (The),2024-07-29,2024-06-30,,USD
AAN,Aarons Company Inc (The),2024-10-21,2024-09-30,,USD
AAOI,Applied Optoelectronics Inc,2024-02-21,2023-12-31,-0.01,USD
AAOI,Applied Optoelectronics Inc,2024-05-02,2024-03-31,,USD
AAOI,Applied Optoelectronics Inc,2024-08-01,2024-06-30,,USD
AAOI,Applied Optoelectronics Inc,2024-11-07,2024-09-30,,USD
AAON,AAON Inc,2024-02-26,2023-12-31,0.51,USD
AAON,AAON Inc,2024-05-02,2024-03-31,,USD
AAON,AAON Inc,2024-08-01,2024-06-30,,USD
AAON,AAON Inc,2024-11-04,2024-09-30,,USD
AAP,Advance Auto Parts Inc,2024-02-26,2023-12-31,0.24,USD
AAP,Advance Auto Parts Inc,2024-05-29,2024-03-31,,USD
AAP,Advance Auto Parts Inc,2024-08-21,2024-06-30,,USD
AAP,Advance Auto Parts Inc,2024-11-13,2024-09-30,,USD
AAPL,Apple Inc,2024-01-31,2023-12-31,2.09,USD
AAPL,Apple Inc,2024-05-02,2024-03-31,,USD
AAPL,Apple Inc,2024-08-01,2024-06-30,,USD
AAPL,Apple Inc,2024-10-31,2024-09-30,,USD
AAT,American Assets Trust Inc,2024-02-05,2023-12-31,0.16,USD
AAT,American Assets Trust Inc,2024-04-23,2024-03-31,,USD
AAT,American Assets Trust Inc,2024-07-23,2024-06-30,,USD
AAT,American Assets Trust Inc,2024-10-22,2024-09-30,,USD
AATC,AATC,2024-05-07,2024-03-31,,USD
AATC,AATC,2024-08-08,2024-06-30,,USD
AATGF,AATGF,2023-11-29,2023-09-30,,CAD
AATGF,AATGF,2024-05-01,2024-03-31,,CAD
AATGF,AATGF,2024-08-27,2024-06-30,,CAD
AAU,Almaden Minerals Ltd,2024-03-22,2023-12-31,-0.0135,CAD
AAU,Almaden Minerals Ltd,2024-05-08,2024-03-31,,CAD
AAU,Almaden Minerals Ltd,2024-08-08,2024-06-30,,CAD
AAU,Almaden Minerals Ltd,2024-11-08,2024-09-30,,CAD
AAVVF,AAVVF,2024-02-21,2023-12-31,0.16,CAD
AAVVF,AAVVF,2024-04-25,2024-03-31,,CAD
AAVVF,AAVVF,2024-07-25,2024-06-30,,CAD
AAVVF,AAVVF,2024-10-24,2024-09-30,,CAD
AAWH,AAWH,2024-03-14,2023-12-31,-0.07,USD
AAWH,AAWH,2024-05-09,2024-03-31,,USD
AAWH,AAWH,2024-08-08,2024-06-30,,USD
AAWW,AAWW,2024-02-21,2023-12-31,,USD
AB,AllianceBernstein Holding Lp,2024-02-06,2023-12-31,0.61,USD
AB,AllianceBernstein Holding Lp,2024-04-24,2024-03-31,,USD
AB,AllianceBernstein Holding Lp,2024-07-25,2024-06-30,,USD
AB,AllianceBernstein Holding Lp,2024-10-24,2024-09-30,,USD
ABAT,Advanced Battery Technologies Inc,2024-02-12,2023-12-31,-0.06,USD
ABAT,Advanced Battery Technologies Inc,2024-05-13,2024-03-31,,USD
ABAT,Advanced Battery Technologies Inc,2024-09-26,2024-06-30,,USD
ABAT,Advanced Battery Technologies Inc,2024-11-12,2024-09-30,,USD
ABBNY,ABBNY,2024-02-01,2023-12-31,0.4963,USD
ABBRF,ABBRF,2023-11-28,2023-09-30,0,CAD
ABBRF,ABBRF,2024-04-13,2024-03-31,,CAD
ABBRF,ABBRF,2024-08-28,2024-06-30,,CAD
ABBV,Abbvie Inc,2024-02-07,2023-12-31,2.91,USD
ABBV,Abbvie Inc,2024-04-25,2024-03-31,,USD
ABBV,Abbvie Inc,2024-07-25,2024-06-30,,USD
ABBV,Abbvie Inc,2024-10-25,2024-09-30,,USD
ABC,ABC,2024-01-30,2023-12-31,,USD
ABC,ABC,2024-04-30,2024-03-31,,USD
ABC,ABC,2024-07-31,2024-06-30,,USD
ABCAF,ABCAF,2024-05-17,2024-03-31,,CAD
ABCAF,ABCAF,2024-08-22,2024-06-30,,CAD
ABCB,Ameris Bancorp,2024-01-24,2023-12-31,1.1,USD
ABCB,Ameris Bancorp,2024-04-25,2024-03-31,,USD
ABCB,Ameris Bancorp,2024-07-25,2024-06-30,,USD
ABCB,Ameris Bancorp,2024-10-24,2024-09-30,,USD
ABCL,AbCellera Biologics Inc,2024-02-19,2023-12-31,-0.13,USD
ABCL,AbCellera Biologics Inc,2024-05-02,2024-03-31,,USD
ABCL,AbCellera Biologics Inc,2024-08-01,2024-06-30,,USD
ABCL,AbCellera Biologics Inc,2024-10-31,2024-09-30,,USD
ABCP,ABCP,2024-03-26,2023-12-31,,USD
ABCP,ABCP,2024-04-30,2024-03-31,,USD
ABCP,ABCP,2024-07-30,2024-06-30,,USD
ABCP,ABCP,2024-11-07,2024-09-30,,USD
ABEO,Abeona Therapeutics Inc,2024-03-27,2023-12-31,-0.47,USD
ABEO,Abeona Therapeutics Inc,2024-05-09,2024-03-31,,USD
ABEO,Abeona Therapeutics Inc,2024-08-06,2024-06-30,,USD
ABEO,Abeona Therapeutics Inc,2024-11-11,2024-09-30,,USD
ABEV,Ambev S.A.,2024-02-29,2023-12-31,0.0548,BRL
ABG,Asbury Automotive Group Inc,2024-01-31,2023-12-31,7.64,USD
ABG,Asbury Automotive Group Inc,2024-04-23,2024-03-31,,USD
ABG,Asbury Automotive Group Inc,2024-07-23,2024-06-30,,USD
ABG,Asbury Automotive Group Inc,2024-10-22,2024-09-30,,USD
ABHBY,ABHBY,2024-02-14,2023-12-31,,EUR
ABHBY,ABHBY,2024-08-21,2024-06-30,,EUR
ABIO,ARCA biopharma Inc,2024-02-22,2023-12-31,,USD
ABIO,ARCA biopharma Inc,2024-04-22,2024-03-31,,USD
ABIO,ARCA biopharma Inc,2024-07-19,2024-06-30,,USD
ABIO,ARCA biopharma Inc,2024-10-16,2024-09-30,,USD
ABL,Abacus Life Inc - Class A,2024-04-18,2024-03-31,,USD
ABL,Abacus Life Inc - Class A,2024-08-14,2024-06-30,,USD
ABL,Abacus Life Inc - Class A,2024-11-11,2024-09-30,,USD
ABLZF,ABLZF,2024-02-01,2023-12-31,0.4963,USD
ABM,ABM Industries Inc,2023-12-11,2023-10-31,0.92,USD
ABM,ABM Industries Inc,2024-03-06,2024-01-31,0.8663,USD
ABM,ABM Industries Inc,2024-06-04,2024-04-30,,USD
ABM,ABM Industries Inc,2024-09-05,2024-07-31,,USD
ABMBF,ABMBF,2024-01-25,2023-12-31,,USD
ABMBF,ABMBF,2024-05-18,2024-03-31,,USD
ABML,ABML,2024-02-12,2023-12-31,,USD
ABML,ABML,2024-05-13,2024-03-31,,USD
ABMLD,ABMLD,2024-02-12,2023-12-31,,USD
ABMLD,ABMLD,2024-05-13,2024-03-31,,USD
ABMLD,ABMLD,2024-09-26,2024-06-30,,USD
ABNAF,ABNAF,2024-01-26,2023-12-31,,CAD
ABNAF,ABNAF,2024-05-26,2024-03-31,,CAD
ABNAF,ABNAF,2024-08-20,2024-06-30,,CAD
ABNB,Airbnb Inc - Class A,2024-02-12,2023-12-31,0.6,USD
ABNB,Airbnb Inc - Class A,2024-05-07,2024-03-31,,USD
ABNB,Airbnb Inc - Class A,2024-08-01,2024-06-30,,USD
ABNB,Airbnb Inc - Class A,2024-10-30,2024-09-30,,USD
ABOS,Acumen Pharmaceuticals Inc,2024-03-25,2023-12-31,-0.2698,USD
ABR,Arbor Realty Trust Inc,2024-02-15,2023-12-31,0.47,USD
ABR,Arbor Realty Trust Inc,2024-05-03,2024-03-31,,USD
ABR,Arbor Realty Trust Inc,2024-07-26,2024-06-30,,USD
ABR,Arbor Realty Trust Inc,2024-10-25,2024-09-30,,USD
ABSI,Absci Corp,2024-03-19,2023-12-31,-0.215,USD
ABSSF,ABSSF,2024-03-07,2023-12-31,,USD
ABSSF,ABSSF,2024-05-07,2024-03-31,,USD
ABSSF,ABSSF,2024-08-07,2024-06-30,,USD
ABSSF,ABSSF,2024-11-06,2024-09-30,,USD
ABST,ABST,2024-02-12,2023-12-31,,USD
ABST,ABST,2024-05-13,2024-03-31,,USD
ABT,Abbott Laboratories,2024-01-23,2023-12-31,1.19,USD
ABT,Abbott Laboratories,2024-04-17,2024-03-31,,USD
ABT,Abbott Laboratories,2024-07-18,2024-06-30,,USD
ABT,Abbott Laboratories,2024-10-16,2024-09-30,,USD
ABTI,ABTI,2024-02-12,2023-12-31,,USD
ABTI,ABTI,2024-06-01,2024-03-31,,USD
ABTI,ABTI,2024-08-14,2024-06-30,,USD
ABTI,ABTI,2024-11-19,2024-09-30,,USD
ABUS,Arbutus Biopharma Corp,2024-02-29,2023-12-31,-0.12,USD
ABUS,Arbutus Biopharma Corp,2024-05-02,2024-03-31,,USD
ABUS,Arbutus Biopharma Corp,2024-08-01,2024-06-30,,USD
ABUS,Arbutus Biopharma Corp,2024-11-05,2024-09-30,,USD
ABVC,ABVC BioPharma Inc,2024-03-29,2023-12-31,,USD
ABVC,ABVC BioPharma Inc,2024-05-13,2024-03-31,,USD
ABVC,ABVC BioPharma Inc,2024-08-12,2024-06-30,,USD
ABVC,ABVC BioPharma Inc,2024-11-13,2024-09-30,,USD
AC,Associated Capital Group Inc - Class A,2024-02-06,2023-12-31,,USD
AC,Associated Capital Group Inc - Class A,2024-05-08,2024-03-31,,USD
AC,Associated Capital Group Inc - Class A,2024-08-07,2024-06-30,,USD
AC,Associated Capital Group Inc - Class A,2024-11-06,2024-09-30,,USD
ACA,Arcosa Inc,2024-02-21,2023-12-31,0.49,USD
ACA,Arcosa Inc,2024-04-25,2024-03-31,,USD
ACA,Arcosa Inc,2024-08-01,2024-06-30,,USD
ACA,Arcosa Inc,2024-10-30,2024-09-30,,USD
ACAD,Acadia Pharmaceuticals Inc,2024-02-26,2023-12-31,0.31,USD
ACAD,Acadia Pharmaceuticals Inc,2024-05-06,2024-03-31,,USD
ACAD,Acadia Pharmaceuticals Inc,2024-07-31,2024-06-30,,USD
ACAD,Acadia Pharmaceuticals Inc,2024-10-31,2024-09-30,,USD
ACAI,ACAI,2024-01-24,2023-11-30,0,USD
ACAN,ACAN,2024-02-13,2023-12-31,,USD
ACAN,ACAN,2024-05-15,2024-03-31,,USD
ACAN,ACAN,2024-08-14,2024-06-30,,USD
ACAZF,ACAZF,2024-02-06,2023-12-31,,CAD
ACAZF,ACAZF,2024-05-01,2024-03-31,,CAD
ACAZF,ACAZF,2024-07-24,2024-06-30,,CAD
ACAZF,ACAZF,2024-10-30,2024-09-30,,CAD
ACB,Aurora Cannabis Inc,2024-02-07,2023-12-31,-0.0344,CAD
ACB,Aurora Cannabis Inc,2024-06-12,2024-03-31,,CAD
ACB,Aurora Cannabis Inc,2024-08-08,2024-06-30,,CAD
ACB,Aurora Cannabis Inc,2024-11-07,2024-09-30,,CAD
ACBM,ACBM,2024-07-21,2024-06-30,,USD
ACCD,Accolade Inc,2024-01-08,2023-11-30,-0.45,USD
ACCD,Accolade Inc,2024-04-25,2024-02-29,,USD
ACCD,Accolade Inc,2024-06-27,2024-05-31,,USD
ACCD,Accolade Inc,2024-10-02,2024-08-31,,USD
ACCFF,ACCFF,2024-03-21,2023-12-31,,CAD
ACCFF,ACCFF,2024-05-06,2024-03-31,,CAD
ACCFF,ACCFF,2024-08-08,2024-06-30,,CAD
ACCFF,ACCFF,2024-11-12,2024-09-30,,CAD
ACCO,Acco Brands Corporation,2024-02-21,2023-12-31,0.32,USD
ACCO,Acco Brands Corporation,2024-05-02,2024-03-31,,USD
ACCO,Acco Brands Corporation,2024-08-06,2024-06-30,,USD
ACCO,Acco Brands Corporation,2024-10-31,2024-09-30,,USD
ACDC,ProFrac Holding Corp Class A,2024-03-21,2023-12-31,0.04,USD
ACDC,ProFrac Holding Corp Class A,2024-05-10,2024-03-31,,USD
ACDVF,ACDVF,2024-02-15,2023-12-31,-0.07,CAD
ACDVF,ACDVF,2024-05-10,2024-03-31,,CAD
ACDVF,ACDVF,2024-08-09,2024-06-30,,CAD
ACDVF,ACDVF,2024-10-28,2024-09-30,,CAD
ACEL,Accel Entertainment Inc - Class A1,2024-02-26,2023-12-31,0.18,USD
ACEL,Accel Entertainment Inc - Class A1,2024-05-01,2024-03-31,,USD
ACEL,Accel Entertainment Inc - Class A1,2024-08-01,2024-06-30,,USD
ACEL,Accel Entertainment Inc - Class A1,2024-11-05,2024-09-30,,USD
ACER,ACER,2024-03-25,2023-12-31,-0.09,USD
ACER,ACER,2024-05-13,2024-03-31,,USD
ACER,ACER,2024-08-12,2024-06-30,,USD
ACET,Adicet Bio Inc,2024-03-13,2023-12-31,-0.71,USD
ACET,Adicet Bio Inc,2024-05-07,2024-03-31,,USD
ACET,Adicet Bio Inc,2024-08-07,2024-06-30,,USD
ACET,Adicet Bio Inc,2024-11-06,2024-09-30,,USD
ACFN,ACFN,2024-03-14,2023-12-31,,USD
ACFN,ACFN,2024-05-09,2024-03-31,,USD
ACFN,ACFN,2024-08-08,2024-06-30,,USD
ACFN,ACFN,2024-11-07,2024-09-30,,USD
ACFND,ACFND,2024-03-14,2023-12-31,,USD
ACFND,ACFND,2024-05-09,2024-03-31,,USD
ACFND,ACFND,2024-08-08,2024-06-30,,USD
ACGL,Arch Capital Group Ltd,2024-02-12,2023-12-31,1.94,USD
ACGL,Arch Capital Group Ltd,2024-04-24,2024-03-31,,USD
ACGL,Arch Capital Group Ltd,2024-07-24,2024-06-30,,USD
ACGN,ACGN,2024-04-11,2024-03-31,,USD
ACHC,Acadia Healthcare Company Inc,2024-02-26,2023-12-31,0.79,USD
ACHC,Acadia Healthcare Company Inc,2024-04-24,2024-03-31,,USD
ACHC,Acadia Healthcare Company Inc,2024-07-25,2024-06-30,,USD
ACHC,Acadia Healthcare Company Inc,2024-10-31,2024-09-30,,USD
ACHFF,ACHFF,2024-01-30,2023-12-31,,CAD
ACHFF,ACHFF,2024-05-28,2024-03-31,,CAD
ACHFF,ACHFF,2024-08-27,2024-06-30,,CAD
ACHL,Achilles Therapeutics Plc,2024-03-05,2023-12-31,-0.19,USD
ACHL,Achilles Therapeutics Plc,2024-05-08,2024-03-31,,USD
ACHL,Achilles Therapeutics Plc,2024-08-02,2024-06-30,,USD
ACHL,Achilles Therapeutics Plc,2024-11-11,2024-09-30,,USD
ACHR,Archer Aviation Inc - Class A,2024-03-07,2023-12-31,-0.29,USD
ACHR,Archer Aviation Inc - Class A,2024-05-09,2024-03-31,,USD
ACHR,Archer Aviation Inc - Class A,2024-08-08,2024-06-30,,USD
ACHR,Archer Aviation Inc - Class A,2024-11-07,2024-09-30,,USD
ACHV,Achieve Life Sciences Inc,2024-03-14,2023-12-31,-0.31,USD
ACHV,Achieve Life Sciences Inc,2024-05-07,2024-03-31,,USD
ACHV,Achieve Life Sciences Inc,2024-08-12,2024-06-30,,USD
ACHV,Achieve Life Sciences Inc,2024-11-07,2024-09-30,,USD
ACI,Albertsons Companies Inc - Class A,2024-01-08,2023-11-30,0.65,USD
ACI,Albertsons Companies Inc - Class A,2024-04-09,2024-02-29,,USD
ACI,Albertsons Companies Inc - Class A,2024-07-23,2024-05-31,,USD
ACI,Albertsons Companies Inc - Class A,2024-10-15,2024-08-31,,USD
ACIC,American Coastal Insurance Corp,2024-02-29,2023-12-31,-0.1,USD
ACIC,American Coastal Insurance Corp,2024-05-13,2024-03-31,,USD
ACIC,American Coastal Insurance Corp,2024-08-08,2024-06-30,,USD
ACIC,American Coastal Insurance Corp,2024-11-11,2024-09-30,,USD
ACIU,AC Immune SA,2024-03-14,2023-12-31,0.01,CHF
ACIU,AC Immune SA,2024-04-26,2024-03-31,,CHF
ACIU,AC Immune SA,2024-08-02,2024-06-30,,CHF
ACIU,AC Immune SA,2024-11-01,2024-09-30,,CHF
ACIW,ACI Worldwide Inc,2024-02-28,2023-12-31,0.97,USD
ACIW,ACI Worldwide Inc,2024-05-02,2024-03-31,,USD
ACIW,ACI Worldwide Inc,2024-08-01,2024-06-30,,USD
ACIW,ACI Worldwide Inc,2024-10-31,2024-09-30,,USD
ACKAY,ACKAY,2024-01-24,2023-12-31,0.6016,TRY
ACLHF,ACLHF,2024-01-25,2023-12-31,,CAD
ACLHF,ACLHF,2024-05-29,2024-03-31,,CAD
ACLHF,ACLHF,2024-08-28,2024-06-30,,CAD
ACLLF,ACLLF,2024-02-29,2023-12-31,,CAD
ACLLF,ACLLF,2024-04-25,2024-03-31,,CAD
ACLLF,ACLLF,2024-07-25,2024-06-30,,CAD
ACLLF,ACLLF,2024-10-24,2024-09-30,,CAD
ACLS,Axcelis Technologies Inc,2024-02-06,2023-12-31,2,USD
ACLS,Axcelis Technologies Inc,2024-05-01,2024-03-31,,USD
ACLS,Axcelis Technologies Inc,2024-07-31,2024-06-30,,USD
ACLS,Axcelis Technologies Inc,2024-10-30,2024-09-30,,USD
ACLX,Arcellx Inc,2024-03-21,2023-12-31,-0.6548,USD
ACM,AECOM,2024-02-05,2023-12-31,0.94,USD
ACM,AECOM,2024-05-06,2024-03-31,,USD
ACM,AECOM,2024-08-05,2024-06-30,,USD
ACM,AECOM,2024-11-11,2024-09-30,,USD
ACMR,ACM Research Inc - Class A,2024-02-22,2023-12-31,0.15,USD
ACMR,ACM Research Inc - Class A,2024-05-03,2024-03-31,,USD
ACMR,ACM Research Inc - Class A,2024-08-02,2024-06-30,,USD
ACMR,ACM Research Inc - Class A,2024-11-05,2024-09-30,,USD
ACMTA,ACMTA,2024-03-15,2023-12-31,,USD
ACMTA,ACMTA,2024-05-06,2024-03-31,,USD
ACMTA,ACMTA,2024-08-07,2024-06-30,,USD
ACMTA,ACMTA,2024-11-07,2024-09-30,,USD
ACN,Accenture plc - Class A,2023-12-19,2023-11-30,3.14,USD
ACN,Accenture plc - Class A,2024-03-21,2024-02-29,,USD
ACN,Accenture plc - Class A,2024-06-20,2024-05-31,,USD
ACN,Accenture plc - Class A,2024-09-26,2024-08-31,,USD
ACNB,ACNB Corp,2024-01-24,2023-12-31,0.93,USD
ACNB,ACNB Corp,2024-04-25,2024-03-31,,USD
ACNB,ACNB Corp,2024-07-25,2024-06-30,,USD
ACNB,ACNB Corp,2024-10-25,2024-09-30,,USD
ACNT,Ascent Industries Company,2024-03-29,2023-12-31,-0.08,USD
ACNT,Ascent Industries Company,2024-05-07,2024-03-31,,USD
ACNT,Ascent Industries Company,2024-08-06,2024-06-30,,USD
ACNT,Ascent Industries Company,2024-11-06,2024-09-30,,USD
ACON,Aclarion Inc,2024-02-28,2023-12-31,-0.1,USD
ACOR,Acorda Therapeutics Inc,2024-03-07,2023-12-31,,USD
ACOR,Acorda Therapeutics Inc,2024-05-02,2024-03-31,,USD
ACOR,Acorda Therapeutics Inc,2024-08-06,2024-06-30,,USD
ACOR,Acorda Therapeutics Inc,2024-11-11,2024-09-30,,USD
ACR,ACRES Commercial Realty Corp,2024-02-29,2023-12-31,0.47,USD
ACR,ACRES Commercial Realty Corp,2024-05-01,2024-03-31,,USD
ACR,ACRES Commercial Realty Corp,2024-07-31,2024-06-30,,USD
ACR,ACRES Commercial Realty Corp,2024-10-30,2024-09-30,,USD
ACRE,Ares Commercial Real Estate Corp,2024-02-13,2023-12-31,-0.11,USD
ACRE,Ares Commercial Real Estate Corp,2024-04-30,2024-03-31,,USD
ACRE,Ares Commercial Real Estate Corp,2024-07-31,2024-06-30,,USD
ACRE,Ares Commercial Real Estate Corp,2024-11-01,2024-09-30,,USD
ACRG,ACRG,2024-04-17,2024-03-31,,USD
ACRG,ACRG,2024-08-22,2024-06-30,,USD
ACRG,ACRG,2024-11-18,2024-09-30,,USD
ACRHF,ACRHF,2024-03-20,2023-12-31,,USD
ACRHF,ACRHF,2024-05-20,2024-03-31,,USD
ACRHF,ACRHF,2024-08-07,2024-06-30,,USD
ACRHF,ACRHF,2024-11-12,2024-09-30,,USD
ACRS,Aclaris Therapeutics Inc,2024-02-21,2023-12-31,-0.38,USD
ACRS,Aclaris Therapeutics Inc,2024-05-06,2024-03-31,,USD
ACRS,Aclaris Therapeutics Inc,2024-08-05,2024-06-30,,USD
ACRS,Aclaris Therapeutics Inc,2024-11-04,2024-09-30,,USD
ACRX,Acelrx Pharmaceuticals Inc,2024-03-28,2023-12-31,-0.18,USD
ACRX,Acelrx Pharmaceuticals Inc,2024-05-08,2024-03-31,,USD
ACRX,Acelrx Pharmaceuticals Inc,2024-08-08,2024-06-30,,USD
ACRX,Acelrx Pharmaceuticals Inc,2024-11-06,2024-09-30,,USD
ACSAY,ACSAY,2024-02-28,2023-12-31,0.1275,EUR
ACST,Acasti Pharma Inc - Class A,2024-02-12,2023-12-31,,CAD
ACST,Acasti Pharma Inc - Class A,2024-06-21,2024-03-31,,CAD
ACST,Acasti Pharma Inc - Class A,2024-08-09,2024-06-30,,CAD
ACST,Acasti Pharma Inc - Class A,2024-11-11,2024-09-30,,CAD
ACT,Enact Holdings Inc,2024-02-05,2023-12-31,0.9,USD
ACT,Enact Holdings Inc,2024-05-01,2024-03-31,,USD
ACT,Enact Holdings Inc,2024-07-30,2024-06-30,,USD
ACTG,Acacia Research Corp,2024-03-14,2023-12-31,0.01,USD
ACTG,Acacia Research Corp,2024-05-09,2024-03-31,,USD
ACTG,Acacia Research Corp,2024-08-01,2024-06-30,,USD
ACTG,Acacia Research Corp,2024-11-11,2024-09-30,,USD
ACTHF,ACTHF,2024-01-25,2023-11-30,,CAD
ACTHF,ACTHF,2024-04-25,2024-02-29,,CAD
ACTHF,ACTHF,2024-09-16,2024-08-31,,CAD
ACU,Acme United Corp,2024-02-29,2023-12-31,0.55,USD
ACU,Acme United Corp,2024-04-19,2024-03-31,,USD
ACU,Acme United Corp,2024-07-19,2024-06-30,,USD
ACU,Acme United Corp,2024-10-21,2024-09-30,,USD
ACVA,ACV Auctions Inc - Class A,2024-02-20,2023-12-31,-0.15,USD
ACVA,ACV Auctions Inc - Class A,2024-05-08,2024-03-31,,USD
ACVA,ACV Auctions Inc - Class A,2024-08-05,2024-06-30,,USD
ACVA,ACV Auctions Inc - Class A,2024-11-04,2024-09-30,,USD
ACWRF,ACWRF,2024-03-22,2023-12-31,,CAD
ACWRF,ACWRF,2024-05-22,2024-03-31,,CAD
ACWRF,ACWRF,2024-08-16,2024-06-30,,CAD
ACWRF,ACWRF,2024-11-20,2024-09-30,,CAD
ACXP,Acurx Pharmaceuticals Inc,2024-03-14,2023-12-31,-0.26,USD
ACXP,Acurx Pharmaceuticals Inc,2024-05-10,2024-03-31,,USD
ACXP,Acurx Pharmaceuticals Inc,2024-08-12,2024-06-30,,USD
ACXP,Acurx Pharmaceuticals Inc,2024-11-12,2024-09-30,,USD
ADAG,Adagene Inc,2023-11-29,2023-09-30,-0.38,USD
ADAG,Adagene Inc,2024-03-28,2023-12-31,-1.23,USD
ADAG,Adagene Inc,2024-08-29,2024-06-30,,USD
ADAP,Adaptimmune Therapeutics Plc,2024-03-04,2023-12-31,-0.1,USD
ADAP,Adaptimmune Therapeutics Plc,2024-08-07,2024-06-30,,USD
ADBE,Adobe Inc,2023-12-13,2023-11-30,4.14,USD
ADBE,Adobe Inc,2024-03-13,2024-02-29,,USD
ADBE,Adobe Inc,2024-06-13,2024-05-31,,USD
ADBE,Adobe Inc,2024-09-12,2024-08-31,,USD
ADBRF,ADBRF,2024-02-28,2023-12-31,,CAD
ADBRF,ADBRF,2024-05-23,2024-03-31,,CAD
ADBRF,ADBRF,2024-10-22,2024-09-30,,CAD
ADC,Agree Realty Corp,2024-02-12,2023-12-31,0.43,USD
ADC,Agree Realty Corp,2024-05-02,2024-03-31,,USD
ADC,Agree Realty Corp,2024-07-30,2024-06-30,,USD
ADC,Agree Realty Corp,2024-10-22,2024-09-30,,USD
ADCOF,ADCOF,2024-03-27,2023-12-31,,USD
ADCOF,ADCOF,2024-05-08,2024-03-31,,USD
ADCT,Adc Therapeutics SA,2024-02-26,2023-12-31,-0.45,USD
ADCT,Adc Therapeutics SA,2024-05-07,2024-03-31,,USD
ADCT,Adc Therapeutics SA,2024-08-06,2024-06-30,,USD
ADDYY,ADDYY,2024-03-06,2023-12-31,-0.7657,EUR
ADEA,Adeia Inc,2024-02-20,2023-12-31,0.25,USD
ADEA,Adeia Inc,2024-05-06,2024-03-31,,USD
